"RECFIN_YEAR","RECFIN_MONTH","RECFIN_WEEK","AGENCY","DISTRICT_NAME","RECFIN_MODE_NAME","RECFIN_WATER_AREA_NAME","RECFIN_SUBREGION_NAME","RECFIN_TRIP_TYPE_NAME","SPECIES_NAME","SUM_RETAINED_NUM","SUM_RETAINED_MT","SUM_RELEASED_ALIVE_NUM","SUM_RELEASED_ALIVE_MT","SUM_RELEASED_DEAD_NUM","SUM_RELEASED_DEAD_MT","SUM_TOTAL_MORTALITY_NUM","SUM_TOTAL_MORTALITY_MT"
2005,8,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Inland","Northern California","Bottomfish","Yelloweye Rockfish",0,0,12.238276642,.019156380078,0,0,0,0
2006,8,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Inland","Northern California","Bottomfish","Yelloweye Rockfish",0,0,1.46651652949333333333333333333333333333,.00276112637226666666666666666666666666667,1.28320196330666666666666666666666666667,.00241598557573333333333333333333333333333,1.28320196330666666666666666666666666667,.00241598557573333333333333333333333333333
2006,9,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Inland","Northern California","Salmon","Yelloweye Rockfish",0,0,.51399090984285714285714285714285714286,.00092574167857142857142857142857142857143,3.08394545905714285714285714285714285714,.00555445007142857142857142857142857142857,3.08394545905714285714285714285714285714,.00555445007142857142857142857142857142857
2009,6,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Inland","Northern California","Bottomfish","Yelloweye Rockfish",2.7360981339,.0041350687534,8.20829440166666666666666666666666666667,.01240520626,16.41658880333333333333333333333333333333,.02481041252,19.15268693723333333333333333333333333333,.0289454812734
2010,9,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Inland","Northern California","Bottomfish","Yelloweye Rockfish",6.0807206707,.009615229606,0,0,0,0,6.0807206707,.009615229606
2018,7,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Party/Charter Boats","Inland","Northern California","Other Anadromous","Yelloweye Rockfish",0,0,42.52898651,.06085563101,18.93796899,.02709874247,18.93796899,.02709874247
2021,10,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Inland","Northern California","Bottomfish","Yelloweye Rockfish",0,0,4.836981461,.005583884518,1.78902054,.002065272356,1.78902054,.002065272356
2005,7,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",8.5262591798,.016000221311,9.2799784846,.017414637109,0,0,8.5262591798,.016000221311
2005,8,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",50.13850234,.078481001492,107.871881526666666666666666666666666667,.1688501431,53.93594076333333333333333333333333333333,.08442507155,104.074443103333333333333333333333333333,.162906073042
2005,8,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Inshore","Yelloweye Rockfish",0,0,19.01916640466666666666666666666666666667,.02091044075,9.50958320233333333333333333333333333333,.010455220375,9.50958320233333333333333333333333333333,.010455220375
2005,8,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Party/Charter Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",0,0,110.421764130666666666666666666666666667,.121402153345333333333333333333333333333,55.21088206533333333333333333333333333333,.0607010766726666666666666666666666666667,55.21088206533333333333333333333333333333,.0607010766726666666666666666666666666667
2005,9,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",6.3896968354,.0070250911236,7.25577446222222222222222222222222222222,.0112459540355555555555555555555555555556,5.80461956977777777777777777777777777778,.00899676322844444444444444444444444444444,12.19431640517777777777777777777777777778,.0160218543520444444444444444444444444444
2005,10,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Party/Charter Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",0,0,0,0,38.898652207,.04276675144,38.898652207,.04276675144
2005,10,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Anything/Other Species","Yelloweye Rockfish",0,0,0,0,65.942271372,.11018502423,65.942271372,.11018502423
2005,11,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",5.5955375214,.0098477632369,33.048799888,.058163626876,0,0,5.5955375214,.0098477632369
2006,7,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Salmon","Yelloweye Rockfish",0,0,1.27584069716666666666666666666666666667,.0022965132549,2.55168139433333333333333333333333333333,.0045930265098,2.55168139433333333333333333333333333333,.0045930265098
2006,7,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Party/Charter Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",0,0,0,0,289.03676261,.50868492867,289.03676261,.50868492867
2006,7,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",0,0,33.7732361535,.060791825075,33.7732361535,.060791825075,33.7732361535,.060791825075
2006,8,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",42.743001602,.080475621365,137.978155622857142857142857142857142857,.259782359508571428571428571428571428571,103.483616717142857142857142857142857143,.194836769631428571428571428571428571429,146.226618319142857142857142857142857143,.275312390996428571428571428571428571429
2006,8,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Salmon","Yelloweye Rockfish",2.766803732,.0052092796757,1.47562865706666666666666666666666666667,.00277828249370666666666666666666666666667,1.29117507493333333333333333333333333333,.00243099718199333333333333333333333333333,4.05797880693333333333333333333333333333,.00764027685769333333333333333333333333333
2006,8,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Party/Charter Boats","Ocean <= 3 Miles","Northern California","Anything/Other Species","Yelloweye Rockfish",0,0,21.67125,.0377016281552,18.96234375,.0329889246358,18.96234375,.0329889246358
2006,9,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",14.171867383,.025524747711,65.469084996666666666666666666666666667,.117915432896666666666666666666666666667,130.938169993333333333333333333333333333,.235830865793333333333333333333333333333,145.110037376333333333333333333333333333,.261355613504333333333333333333333333333
2006,9,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Salmon","Yelloweye Rockfish",0,0,2.583328556,.00465279612528571428571428571428571428572,15.499971336,.0279167767517142857142857142857142857143,15.499971336,.0279167767517142857142857142857142857143
2006,9,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Party/Charter Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",0,0,0,0,99.85103876,.10978027035,99.85103876,.10978027035
2006,10,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",24.163267966,.0712816405,28.378688945,.06405250158,28.378688945,.06405250158,52.541956911,.13533414208
2006,10,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Party/Charter Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",0,0,19.7506849315,.0349883885005,19.7506849315,.0349883885005,19.7506849315,.0349883885005
2006,10,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Party/Charter Boats","Ocean <= 3 Miles","Northern California","Anything/Other Species","Yelloweye Rockfish",0,0,.7471264368,.00146204389265,.7471264368,.00146204389265,.7471264368,.00146204389265
2006,11,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Salmon","Yelloweye Rockfish",0,0,0,0,8.1521273146,.018399868603,8.1521273146,.018399868603
2006,11,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",3.3211529941,0,0,0,12.08707352,.027281291862,15.4082265141,.027281291862
2007,6,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Party/Charter Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",0,0,56.464048356,.084103782630666666666666666666666666667,112.928096712,.168207565261333333333333333333333333333,112.928096712,.168207565261333333333333333333333333333
2007,7,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",5.0989082931,.0052202935556,53.702207657,.054980649276,0,0,5.0989082931,.0052202935556
2007,8,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Salmon","Yelloweye Rockfish",0,0,0,0,6.5468737193,.0073902148934,6.5468737193,.0073902148934
2007,8,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",95.481009373,.10778047779,0,0,52.581097417,.059354376746,148.06210679,.167134854536
2007,9,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",144.9871020429,.195732587753,11.214555236,.0151396495685,33.643665708,.0454189487055,178.6307677509,.2411515364585
2007,9,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Salmon","Yelloweye Rockfish",0,0,1.479146522,.0019968478047,4.437439566,.0059905434141,4.437439566,.0059905434141
2007,9,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Party/Charter Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",0,0,16.729834791,.0262842668283333333333333333333333333333,33.459669582,.0525685336566666666666666666666666666667,33.459669582,.0525685336566666666666666666666666666667
2007,11,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Party/Charter Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",0,0,101.75,.15487381724,0,0,0,0
2008,6,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",5.0894989754,.0078983259769,22.576567189,.03503627527224,28.733812786,.04459162307376,33.8233117614,.05248994905066
2008,6,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Party/Charter Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",0,0,15.88125,.01914553561492,20.2125,.02436704532808,20.2125,.02436704532808
2008,7,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",20.317250787,.031035685669,20.137467038125,.02984561440525,12.082480222875,.01790736864315,32.399731009875,.04894305431215
2008,8,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",6.7871806111,.01041302874,21.8844935712,.0293910157944,14.5896623808,.0195940105296,21.3768429919,.0300070392696
2008,9,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Party/Charter Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",0,0,221.398208066666666666666666666666666667,0,110.699104033333333333333333333333333333,0,110.699104033333333333333333333333333333,0
2008,9,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",4.1526230484,.0061910906422,47.468816431,.070770629015,47.468816431,.070770629015,51.6214394794,.0769617196572
2008,10,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Inshore","Yelloweye Rockfish",0,0,13.936514016,.012879534316,13.936514016,.012879534316,13.936514016,.012879534316
2008,10,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",0,0,3.9074338364,.0036110843876,3.9074338364,.0036110843876,3.9074338364,.0036110843876
2008,11,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",0,0,0,0,47.538781984,0,47.538781984,0
2009,6,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",11.803306858,.017838353373,24.7452909775,.0373975912075,24.7452909775,.0373975912075,36.5485978355,.0552359445805
2009,7,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Party/Charter Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",77.12611171,.11614714901,0,0,157.27677682,.23684908818,234.40288853,.35299623719
2009,7,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",9.2291766057,.015074829044,0,0,16.179544173,.026427478078,25.4087207787,.041502307122
2009,8,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",17.146845295,.027614496683,47.04638108,.0600945541895,47.04638108,.0600945541895,64.193226375,.0877090508725
2009,8,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Party/Charter Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",27.079608939,.026470011952,0,0,108.318435755,.105880047808,135.398044694,.13235005976
2009,9,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Party/Charter Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",34.564483014,.055181929715,0,0,171.094190917,.230787387094,205.658673931,.285969316809
2009,9,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",9.4415743972,.014773553592,19.35102285,.0256188180773333333333333333333333333333,9.675511425,.0128094090386666666666666666666666666667,19.1170858222,.0275829626306666666666666666666666666667
2009,10,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",19.35555057,.030853374016,33.1477501404,.0516384536676,33.1477501404,.0516384536676,52.5033007104,.0824918276836
2010,6,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",0,0,25.52698436166666666666666666666666666666,.0397722404433333333333333333333333333333,51.05396872333333333333333333333333333334,.0795444808866666666666666666666666666667,51.05396872333333333333333333333333333334,.0795444808866666666666666666666666666667
2010,6,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Party/Charter Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",0,0,53.021876952,.082610574326,0,0,0,0
2010,7,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Party/Charter Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",0,0,0,0,38.886477822,.037610368095,38.886477822,.037610368095
2010,7,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",13.355697444,.021177951087,53.288676705,.0779479332525,17.762892235,.0259826444175,31.118589679,.0471605955045
2010,8,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",0,0,110.63459548,.16183059136,0,0,0,0
2010,8,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Party/Charter Boats","Ocean <= 3 Miles","Northern California","Anything/Other Species","Yelloweye Rockfish",0,0,27.508361204,.040237814778,0,0,0,0
2010,9,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",6.5633175493,.010378343067,39.593969192,.057916020036,0,0,6.5633175493,.010378343067
2010,10,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",0,0,61.26482029933333333333333333333333333334,.0896150255333333333333333333333333333333,30.63241014966666666666666666666666666666,.0448075127666666666666666666666666666667,30.63241014966666666666666666666666666666,.0448075127666666666666666666666666666667
2011,6,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",5.5359773495,.0087876297573,0,0,0,0,5.5359773495,.0087876297573
2011,6,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Party/Charter Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",0,0,0,0,11.843971631,.016821156692,11.843971631,.016821156692
2011,7,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",0,0,110.17909155,.13434432691,0,0,0,0
2011,8,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Salmon","Yelloweye Rockfish",0,0,0,0,10.541672521,.013320568748,10.541672521,.013320568748
2011,8,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",0,0,0,0,14.969175871,.018915208748,14.969175871,.018915208748
2011,9,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Party/Charter Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Yelloweye Rockfish",0,0,0,0,43.211009174,.061985124468,43.211009174,.061985124468
