"area","year","est","lwr","upr","log_est","se","type"
"Coastwide",2003,1165.09739685035,552.935861093969,2454.98988157827,7.06055996495196,0.380271249671129,"index"
"Coastwide",2004,286.855215970606,95.3429977022117,863.051476381616,5.6589776144998,0.56199845082657,"index"
"Coastwide",2005,372.464107521745,148.828279716106,932.144829306635,5.92014067753079,0.468043050060987,"index"
"Coastwide",2006,740.252914380962,313.370978135609,1748.64430812854,6.60699190399653,0.438581621096938,"index"
"Coastwide",2007,384.069216753965,135.549579400472,1088.23032804992,5.95082278830774,0.531379823044484,"index"
"Coastwide",2008,802.997532593169,347.032260777866,1858.05502896301,6.68835164120626,0.428035362719365,"index"
"Coastwide",2009,535.367549940502,159.013708073614,1802.47613241375,6.28295352024778,0.619380313628165,"index"
"Coastwide",2010,643.175556617759,292.785061334893,1412.89584497412,6.46641771437174,0.401527252452004,"index"
"Coastwide",2011,675.560781416743,263.745716588683,1730.38779659174,6.51554313324386,0.479885189945587,"index"
"Coastwide",2012,697.93310498006,256.842251077097,1896.53616951399,6.54812326003216,0.51004058264262,"index"
"Coastwide",2013,797.106047706606,294.167253848648,2159.9210754347,6.68098772854172,0.508600790719246,"index"
"Coastwide",2014,2252.89579887015,1133.28647755798,4478.60234907562,7.71997168941601,0.350564917052273,"index"
"Coastwide",2015,693.332979011966,263.208914958825,1826.34626893548,6.54151037298669,0.494173520699839,"index"
"Coastwide",2016,990.993593181073,497.14638072168,1975.41074381417,6.89870806930513,0.351957262174063,"index"
"Coastwide",2017,531.081950649422,248.204650845821,1136.35275303845,6.27491634200699,0.388100361594914,"index"
"Coastwide",2018,459.257570821918,230.688165168909,914.297082396124,6.12961120914589,0.351304590477767,"index"
"Coastwide",2019,583.493104367571,206.42526408814,1649.33398219674,6.36903263394911,0.530159846048616,"index"
"Coastwide",2021,565.000150846865,264.452363484307,1207.11785763988,6.33682599813201,0.387336129281055,"index"
"Coastwide",2022,623.500614919276,292.098550901268,1330.8967661949,6.43534975135742,0.386873692029548,"index"
"Coastwide",2023,377.689275885805,139.937274374141,1019.379502403,5.93407183610855,0.506579489172066,"index"
"Coastwide",2024,651.0050772843,326.960540739107,1296.20415262314,6.47851744138599,0.351372756706155,"index"
"WA",2003,614.406678686677,289.16308497116,1305.47634340131,6.42065705203265,0.384530645036416,"index"
"WA",2004,158.164365053797,52.5993821694146,475.594300562277,5.06363477745595,0.561709507059257,"index"
"WA",2005,200.914057023994,78.9242701362706,511.458113456661,5.30287723962691,0.476737562606594,"index"
"WA",2006,399.200948344162,165.39338383983,963.529456010202,5.98946492004611,0.449568536042125,"index"
"WA",2007,210.321361164366,72.9116329930821,606.694338696661,5.34863665227386,0.540514243976521,"index"
"WA",2008,425.477271230443,183.506522196229,986.50939578116,6.05321152997201,0.429069782117796,"index"
"WA",2009,297.200405822807,88.6123262270073,996.792263358059,5.69440667832991,0.617427523025873,"index"
"WA",2010,345.25600674908,156.518513304348,761.582177595406,5.84428619039752,0.403635932996462,"index"
