"area","year","est","lwr","upr","log_est","se","type"
"Coastwide",2003,1065.86989036539,507.034004368656,2240.63596011107,6.97154654321035,0.379072512540035,"index"
"Coastwide",2004,298.567738900033,99.3434929162337,897.317902714007,5.6989968380761,0.561445708425526,"index"
"Coastwide",2005,373.64120000433,150.81238865886,925.7047619375,5.92329597865865,0.462895941305708,"index"
"Coastwide",2006,678.392038165876,286.746787961598,1604.95523147232,6.51972534821466,0.43935796810004,"index"
"Coastwide",2007,444.332677662984,154.884757677843,1274.69953402264,6.09657355588232,0.537709989908492,"index"
"Coastwide",2008,796.800855280944,349.435859766656,1816.90454837809,6.68060477966457,0.420561174243695,"index"
"Coastwide",2009,523.295347208144,157.412334767761,1739.62237974362,6.26014602208724,0.612907855913722,"index"
"Coastwide",2010,639.872897932461,291.234748892282,1405.86700957145,6.4612695596502,0.401609379901135,"index"
"Coastwide",2011,652.293753001697,251.922151895143,1688.9627887195,6.48049500187699,0.485404267959435,"index"
"Coastwide",2012,782.297166278011,284.834071236268,2148.5802372953,6.66223467638869,0.515482876127189,"index"
"Coastwide",2013,856.978619684638,320.812989945231,2289.22262381571,6.75341297042734,0.50131258056631,"index"
"Coastwide",2014,2189.57802727292,1100.39690521044,4356.8388049942,7.69146412263452,0.351046198520774,"index"
"Coastwide",2015,679.620521089385,259.438801073542,1780.31987032995,6.52153458517677,0.491342571594937,"index"
"Coastwide",2016,1044.73123947149,523.030710088005,2086.80550047239,6.95151494421201,0.353003814473573,"index"
"Coastwide",2017,518.513712598231,243.829653848535,1102.64057676681,6.25096647398956,0.384954335092859,"index"
"Coastwide",2018,427.421426387057,217.554985607786,839.737481650287,6.05777047355889,0.344556763754471,"index"
"Coastwide",2019,636.032148510767,229.200747784471,1764.98941582698,6.45524911003552,0.520749804928085,"index"
"Coastwide",2021,552.234873658182,255.914316784749,1191.66195746983,6.31397345153702,0.392420865489572,"index"
"Coastwide",2022,651.310270244621,301.13729114228,1408.67664219539,6.47898613426669,0.393588791855638,"index"
"Coastwide",2023,382.53128331647,143.884060180878,1017.00064991071,5.94681043637055,0.498888044085251,"index"
"Coastwide",2024,587.932730908818,297.163598741878,1163.21412695689,6.37661253813778,0.348133801874815,"index"
"WA",2003,559.249652569036,264.058807245676,1184.43379018826,6.32659597912559,0.38287649772455,"index"
"WA",2004,163.726288809818,54.3655324956416,493.075233827332,5.09819606286924,0.562492837796494,"index"
"WA",2005,200.487519536714,79.3669299824005,506.448283925027,5.30075199810954,0.472799614119392,"index"
"WA",2006,364.089471877961,150.359192676765,881.629790453492,5.89739963929494,0.451218796293122,"index"
"WA",2007,242.178610478597,82.9155587531711,707.351916278329,5.48967551375338,0.54687371640372,"index"
"WA",2008,420.164301449418,184.040816214122,959.233086681619,6.0406458287082,0.421175223095897,"index"
"WA",2009,288.988808237505,87.2973045750402,956.6679256946,5.66638796154079,0.610760393580342,"index"
"WA",2010,341.931394393942,154.955686801242,754.519442853054,5.83461011575219,0.403819119920392,"index"
"WA",2011,355.604028098508,134.216973552314,942.162689658589,5.87381783118669,0.497131652829929,"index"
"WA",2012,418.558069025516,152.653437870686,1147.63781012763,6.03681563544255,0.514624453923165,"index"
"WA",2013,451.578736509921,169.809915344262,1200.89191997107,6.11274974637938,0.499024516607602,"index"
"WA",2014,1143.07970757298,568.18049808591,2299.67628643875,7.04148139677284,0.356660763017186,"index"
"WA",2015,366.682962096138,137.242446014842,979.699783819487,5.90449761121121,0.501411545432084,"index"
"WA",2016,540.863720789895,261.988064461961,1116.59118924925,6.2931673446921,0.369837610882167,"index"
"WA",2017,271.634811003004,124.059495374261,594.758751243043,5.60445855758561,0.399852911494717,"index"
"WA",2018,222.166128426877,111.00546214689,444.642882121188,5.40342542826299,0.354009576249252,"index"
"WA",2019,333.73925764325,121.880285928228,913.863068534787,5.81036002235975,0.513948587937884,"index"
"WA",2021,289.953253993597,132.13351847053,636.272237919908,5.66971971686198,0.400980226236375,"index"
"WA",2022,342.403025370118,156.360450986077,749.80489659146,5.83598848000577,0.39991783572939,"index"
"WA",2023,206.726666483149,78.9937501733246,541.003744492013,5.3313974689285,0.490840004668148,"index"
"WA",2024,307.5898104107,153.826486307054,615.053322349412,5.72876711097975,0.353548259836043,"index"
"OR",2003,506.620237796351,231.21399052698,1110.07151755759,6.22776168504513,0.400220638544976,"index"
"OR",2004,134.841450090215,43.0844265862703,422.013662547528,4.9040996444627,0.582121943950932,"index"
"OR",2005,173.153680467614,68.3037050101193,438.954183452257,5.15417952657179,0.474608473768869,"index"
"OR",2006,314.302566287915,130.101692722901,759.299138294617,5.7503561088606,0.45002853085425,"index"
"OR",2007,202.154067184387,68.9899683644,592.350856914982,5.30903011552023,0.54851467475716,"index"
"OR",2008,376.636553831527,158.031741812459,897.636715606364,5.93128067426244,0.443112613658196,"index"
"OR",2009,234.306538970639,67.3373801016721,815.290914518911,5.45663025366311,0.636192683157241,"index"
"OR",2010,297.941503538519,129.499508711699,685.478581454836,5.69689717038605,0.425120098919185,"index"
"OR",2011,296.689724903188,112.338396390221,783.568180529873,5.69268689543046,0.495504606563868,"index"
"OR",2012,363.739097252496,126.949793295105,1042.19256633608,5.89643684484748,0.537073728517405,"index"
"OR",2013,405.399883174717,145.300893532409,1131.09466351229,6.00487394584498,0.523513306270889,"index"
"OR",2014,1046.49831969994,505.556742659566,2166.24295696964,6.95320493624687,0.371203072741032,"index"
"OR",2015,312.937558993248,116.942610576676,837.41858802137,5.74600367860462,0.502213499738295,"index"
"OR",2016,503.867518681592,248.954681986292,1019.7939414384,6.22231337375894,0.359722168098286,"index"
"OR",2017,246.878901595227,114.316076252557,533.163786327056,5.50889793946054,0.392829018795473,"index"
"OR",2018,205.255297960181,101.265968764797,416.030556509802,5.32425456022928,0.360467924949545,"index"
"OR",2019,302.292890867517,103.487103944768,883.018157680894,5.71139638469617,0.546922998471798,"index"
"OR",2021,262.281619664586,118.063120453703,582.66838746528,5.56941881070266,0.407252080370935,"index"
"OR",2022,308.907244874503,138.121122662398,690.869608475415,5.73304105343552,0.410675940542272,"index"
"OR",2023,175.80461683332,62.1410870951703,497.372426919009,5.16937324675675,0.530604570725869,"index"
"OR",2024,280.342920498118,136.060486957312,577.626574995809,5.636013569881,0.36884046425508,"index"
