"area","year","est","lwr","upr","log_est","se","type"
"Coastwide",2003,1499.52225147853,737.827483930835,3047.55113038052,7.3129018373444,0.361839200758679,"index"
"Coastwide",2004,404.779150543284,142.107204686084,1152.97574867144,6.00334161107191,0.534070974768002,"index"
"Coastwide",2005,493.181581046668,217.225139317921,1119.70498740348,6.20087742478314,0.418346003892222,"index"
"Coastwide",2006,582.286833668031,248.736455632235,1363.12128353413,6.36696316767903,0.43397187374442,"index"
"Coastwide",2007,495.243267100114,197.728661815338,1240.41649478746,6.20504909053443,0.468454217426444,"index"
"Coastwide",2008,914.485662213701,418.452029667112,1998.51826996684,6.81836178942885,0.398884641088959,"index"
"Coastwide",2009,746.083621373871,289.40607311563,1923.39007986176,6.61483768691628,0.483175657927016,"index"
"Coastwide",2010,711.100360245695,327.29375176549,1544.98434392317,6.56681357349277,0.395902929097325,"index"
"Coastwide",2011,591.490341283356,238.167181432148,1468.97159267585,6.38264535409384,0.464127142745033,"index"
"Coastwide",2012,1009.5687302327,415.982893600093,2450.17051601046,6.91727851887534,0.452372792360908,"index"
"Coastwide",2013,831.237254620196,336.809281006167,2051.47367496642,6.72291525906478,0.460926031177389,"index"
"Coastwide",2014,86131757359.6493,7931086902.49887,935392553008.605,25.1791440231113,1.21690404345066,"index"
"Coastwide",2015,815.801700545495,312.991075328056,2126.3622737976,6.70417131139403,0.488782774655982,"index"
"Coastwide",2016,1049.8752732092,551.435759454075,1998.85130842316,6.95642664867598,0.328527108231056,"index"
"Coastwide",2017,523.88481220548,250.715525447479,1094.68807713332,6.26127183612085,0.376003288987276,"index"
"Coastwide",2018,513.577363210512,278.587216293825,946.78324264554,6.24140067665854,0.312082011052994,"index"
"Coastwide",2019,25993344565.9218,2118200032.67011,318975522283.905,23.9811063639661,1.27924485344924,"index"
"Coastwide",2021,949.196481620458,421.427408471216,2137.91021326558,6.85561581787591,0.414277141603466,"index"
"Coastwide",2022,715.470460190073,339.26079958948,1508.86273929677,6.57294031259577,0.380706577545946,"index"
"Coastwide",2023,622.079039350744,257.04084078846,1505.52857675261,6.43306715757726,0.450943067681474,"index"
"Coastwide",2024,673.346174569835,352.436156225069,1286.46015114944,6.51225957268861,0.330307132701672,"index"
"WA",2003,752.843448928775,364.512832923547,1554.87875159075,6.623857303036,0.370055547451262,"index"
"WA",2004,175.910299438737,57.4233534387265,538.88238139288,5.16997420283628,0.571195765203332,"index"
"WA",2005,184.949750242808,73.4998719415755,465.394145748546,5.2200841678737,0.47082523517108,"index"
"WA",2006,273.638104347145,107.580930509073,696.013799066224,5.61180644632585,0.476316425924373,"index"
"WA",2007,208.950287739762,71.1427456990407,613.698871438385,5.34209636596769,0.549708062483486,"index"
"WA",2008,397.837985759926,170.357613979176,929.07536808341,5.9860448514536,0.432734998675532,"index"
"WA",2009,268.646565423824,79.2902919458219,910.212023980568,5.59339663251772,0.622603753367454,"index"
"WA",2010,357.394456283212,161.24858496573,792.135927326863,5.87884009136611,0.406075273532047,"index"
"WA",2011,284.493350682434,105.40819936949,767.838432556941,5.65070988135102,0.506575357109461,"index"
"WA",2012,438.084708405724,165.118269122873,1162.30755541721,6.08241228986401,0.497840928641081,"index"
"WA",2013,383.247505918293,143.668285763724,1022.3456764435,5.94868101001592,0.500608147173141,"index"
"WA",2014,1058.69839123734,502.959941290416,2228.49215532523,6.96479549978394,0.379744208724294,"index"
"WA",2015,414.798867711828,154.869518017493,1110.98751295642,6.02779374663089,0.502667809844279,"index"
"WA",2016,465.743102456765,220.783947049347,982.4837375408,6.14363419983208,0.380848626577288,"index"
"WA",2017,258.149773779787,116.912588479506,570.009667643593,5.55353993501223,0.404146909177341,"index"
"WA",2018,216.093134038109,107.947997279468,432.58090705953,5.37570949085682,0.354118693935402,"index"
"WA",2019,328.470357123563,119.955577696237,899.439422334308,5.79444659678628,0.513950825806128,"index"
"WA",2021,290.114414361074,127.544105329502,659.900143582725,5.67027537745269,0.419300127452122,"index"
"WA",2022,336.921517073132,149.725765150642,758.160150677141,5.81985001620662,0.413805883216871,"index"
"WA",2023,212.945692607314,79.2499743394431,572.18779410304,5.36103716891559,0.504310328019995,"index"
"WA",2024,299.460829311265,147.724584811901,607.053920009163,5.70198362206146,0.360534173563804,"index"
"OR",2003,746.678802265968,355.905717315948,1566.50822571194,6.61563510908367,0.378052483694855,"index"
"OR",2004,166.268427823622,53.8574697760004,513.302801002694,5.11360351744508,0.575144450536383,"index"
"OR",2005,177.460900780978,71.2239144564078,442.160074272116,5.1787503073606,0.465784920203156,"index"
"OR",2006,261.263512147128,104.436697177096,653.588485891167,5.56552952307886,0.467839414958106,"index"
